   log t (ps)      log MSD(A2)@ 5 K     log MSD(A2)@ 10 K   log MSD(A2)@ 20 K   log MSD(A2)@ 30 K   log MSD(A2)@ 60 K   log MSD(A2)@ 100 K  log MSD(A2)@ 300 K  log MSD(A2)@ 500 K    
    1.6812          3.43246443          3.18272897          2.56705421          2.26476631          1.78640223          1.37296679          0.84493698          0.20903793 
    1.6830          3.43581089          3.18624533          2.56996066          2.26796160          1.78980769          1.37511700          0.84653244          0.21105846 
    1.6848          3.43915040          3.18977704          2.57285376          2.27117131          1.79316466          1.37716031          0.84818519          0.21311868 
    1.6866          3.44248091          3.19331537          2.57572012          2.27439929          1.79646760          1.37918064          0.84991263          0.21534413 
    1.6884          3.44580005          3.19682045          2.57858498          2.27760068          1.79969040          1.38115329          0.85167121          0.21774197 
    1.6902          3.44905575          3.20027287          2.58146571          2.28077497          1.80284859          1.38305831          0.85344658          0.22036226 
    1.6920          3.45229079          3.20370694          2.58435756          2.28395671          1.80594779          1.38491690          0.85524836          0.22305662 
    1.6937          3.45554491          3.20712500          2.58725939          2.28712930          1.80895479          1.38672886          0.85703731          0.22577656 
    1.6955          3.45881939          3.21054103          2.59018114          2.29028957          1.81185776          1.38854698          0.85878480          0.22858482 
    1.6972          3.46209379          3.21399240          2.59310317          2.29343051          1.81467074          1.39029085          0.86056093          0.23151576 
    1.6990          3.46534580          3.21742233          2.59602152          2.29656352          1.81740057          1.39202512          0.86233622          0.23457071 
    1.7007          3.46856703          3.22080619          2.59891530          2.29967995          1.82010565          1.39377480          0.86407664          0.23775985 
    1.7024          3.47178369          3.22417061          2.60178281          2.30277221          1.82279114          1.39550025          0.86582267          0.24101003 
    1.7042          3.47497898          3.22750549          2.60462036          2.30582404          1.82544333          1.39717612          0.86753427          0.24429756 
    1.7059          3.47815835          3.23080158          2.60744366          2.30885158          1.82809706          1.39877425          0.86921464          0.24760626 
    1.7076          3.48131757          3.23406793          2.61024433          2.31184273          1.83074375          1.40033167          0.87087233          0.25092215 
    1.7093          3.48448074          3.23730936          2.61303271          2.31481871          1.83341903          1.40184575          0.87254648          0.25420260 
    1.7110          3.48762327          3.24055968          2.61580928          2.31775686          1.83608291          1.40323290          0.87414857          0.25750644 
    1.7126          3.49075553          3.24383748          2.61858300          2.32069610          1.83873908          1.40458135          0.87567464          0.26076165 
    1.7143          3.49389387          3.24711275          2.62133800          2.32359319          1.84139563          1.40583688          0.87714422          0.26394298 
    1.7160          3.49702305          3.25037672          2.62406363          2.32646176          1.84399534          1.40702222          0.87855464          0.26702751 
    1.7177          3.50013468          3.25360085          2.62678871          2.32930989          1.84654458          1.40810508          0.87992186          0.27002296 
